make_id,make,model,year,engine_size,fuel_type,price,years_since_launch
2225,Chevrolet,Spark,2019,3,Electric,27293.13,5
2240,Toyota,RAV4,2019,1.7,Electric,76234.99,5
2290,Chevrolet,Tahoe,2020,2.7,Electric,21970.69,4
2293,Hyundai,Kona,2020,4.8,Petrol,77195.66,4
2303,Chevrolet,Impala,2019,3.9,Petrol,41818.35,5
2323,Hyundai,Elantra,2020,1.3,Petrol,63012.78,4
2328,Nissan,Sentra,2020,3.5,Electric,48021.82,4
2434,BMW,X3,2019,3.6,Petrol,26847.58,5
2516,Mercedes-Benz,S-Class,2020,1.1,Electric,73504.08,4
2532,Volkswagen,Passat,2020,1,Electric,62427.6,4
2533,Audi,A6,2019,1.3,Petrol,55002.35,5
2536,Ford,Mustang,2020,1.9,Petrol,67317.99,4
2608,Chevrolet,Spark,2019,5,Electric,39925.3,5
2611,BMW,X5,2020,2.6,Petrol,22993.18,4
2616,Chevrolet,Tahoe,2019,1,Petrol,61032.95,5
2694,Nissan,Sentra,2019,3.9,Petrol,25058.29,5
2695,Honda,Accord,2020,2.7,Petrol,30464.85,4
2705,Mercedes-Benz,GLC,2020,4.3,Petrol,54494.51,4
2710,Ford,Fiesta,2020,2.2,Electric,40531.77,4
2716,Volkswagen,Tiguan,2019,2,Petrol,64697.07,5
2717,Audi,A6,2019,1.8,Petrol,35805.3,5
2727,Ford,Focus,2019,2.9,Electric,15477.8,5
2728,Mercedes-Benz,C-Class,2019,5,Electric,68765.53,5
2791,Hyundai,Kona,2019,4.2,Electric,59791.81,5
2803,Volkswagen,Golf,2020,5,Petrol,67944.81,4
2899,Hyundai,Kona,2020,1.5,Petrol,38364.19,4
2995,Honda,CR-V,2019,2.2,Petrol,16952.16,5
2997,BMW,5 Series,2019,3,Petrol,29292.55,5
3021,Mercedes-Benz,S-Class,2020,2.4,Petrol,15417.12,4
3100,Honda,CR-V,2020,3.8,Petrol,27170.83,4
3124,Chevrolet,Spark,2020,2.6,Electric,16496.25,4
3125,Volkswagen,Jetta,2020,4.3,Electric,77859.65,4
3206,Toyota,RAV4,2019,3.5,Petrol,35612.92,5
3218,Audi,Q5,2020,3.1,Electric,49915.98,4
3276,Nissan,Sentra,2020,4.8,Electric,16833.52,4
3284,BMW,5 Series,2020,4.3,Petrol,33037.43,4
3285,Hyundai,Kona,2020,3.9,Petrol,17598.93,4
3299,Volkswagen,Passat,2019,4,Electric,18132.79,5
3313,BMW,7 Series,2020,2.5,Petrol,17740.64,4
3317,Ford,Fiesta,2019,1.6,Electric,19730.9,5
3323,Volkswagen,Tiguan,2019,2.3,Electric,21807.74,5
3389,Audi,Q5,2019,2.1,Electric,75533.29,5
3392,Toyota,Highlander,2019,3.1,Petrol,49811.53,5
3396,Volkswagen,Tiguan,2020,4.5,Electric,47278.82,4
3483,Ford,F-150,2020,3.7,Petrol,38559.38,4
3486,BMW,X3,2019,4.3,Electric,31065.94,5
3501,Nissan,Sentra,2020,2.3,Electric,56499.98,4
3504,BMW,X3,2020,5,Petrol,29258.37,4
3520,Nissan,Murano,2019,1.3,Petrol,50269.55,5
3522,Hyundai,Santa Fe,2019,4.6,Petrol,47817.24,5
3523,Audi,A6,2020,3.7,Electric,39313.51,4
3584,BMW,5 Series,2020,2.9,Petrol,74876.08,4
3590,Honda,Fit,2019,3.3,Electric,52743.67,5
3591,BMW,7 Series,2020,4.6,Petrol,55213.13,4
3595,Nissan,Murano,2019,3.3,Petrol,17160.68,5
3596,Hyundai,Tucson,2019,4.1,Petrol,35748.7,5
3606,Toyota,Prius,2019,3.8,Electric,77285.52,5
3674,Chevrolet,Tahoe,2019,2.2,Electric,34194.9,5
3685,Chevrolet,Spark,2019,1,Petrol,66644.05,5
3689,Audi,A6,2020,1.5,Petrol,22955.35,4
3701,Toyota,Prius,2019,2.2,Petrol,31412.26,5
3781,Audi,Q5,2019,1.4,Electric,16759.65,5
3787,Hyundai,Santa Fe,2019,3.6,Petrol,64239.6,5
3792,Volkswagen,Atlas,2020,2.5,Petrol,24256.58,4
3793,Audi,A4,2020,3.8,Electric,54158.19,4
3796,Nissan,Murano,2019,4.8,Petrol,46218.2,5
3797,BMW,X5,2020,1.5,Electric,62795.28,4
3960,Ford,Focus,2019,1.4,Electric,43483.82,5
3975,Volkswagen,Golf,2019,1.8,Electric,30124.12,5
3977,Ford,Fiesta,2020,2.8,Petrol,55452.37,4
3989,Ford,Explorer,2019,2.1,Petrol,26355.38,5
3999,Hyundai,Elantra,2020,2.6,Petrol,38207.23,4
4004,Chevrolet,Spark,2020,4.9,Petrol,23453.04,4
4096,Hyundai,Sonata,2020,2.1,Electric,59984.54,4
4097,Volkswagen,Golf,2019,2.1,Petrol,35918.29,5
4156,BMW,X3,2019,3.1,Petrol,73828.24,5
4165,Audi,Q7,2019,1.6,Petrol,41261.53,5
4172,Hyundai,Sonata,2020,2.2,Petrol,37211.4,4
4176,BMW,X3,2019,2,Electric,33083.45,5
4184,Audi,A3,2020,1.3,Petrol,40078.23,4
4188,Hyundai,Elantra,2019,3.8,Electric,70031.54,5
4195,Mercedes-Benz,S-Class,2019,4,Petrol,15755.61,5
4202,Nissan,Rogue,2019,1.1,Petrol,77031.68,5
4278,Honda,Pilot,2019,3,Electric,76920.67,5
4284,Toyota,Highlander,2020,3.1,Petrol,34983.51,4
4303,Ford,Fiesta,2019,2.4,Electric,30143.28,5
4370,Chevrolet,Equinox,2020,1.3,Electric,15349.42,4
4375,Hyundai,Tucson,2019,3.5,Petrol,30279.21,5
4378,Nissan,Sentra,2019,5,Petrol,79215.7,5
4404,Hyundai,Elantra,2019,1.4,Electric,19337.4,5
4461,Honda,Civic,2020,2.1,Petrol,67709.81,4
4472,Audi,Q7,2020,4.1,Petrol,57987.37,4
4490,Chevrolet,Tahoe,2019,2.7,Petrol,35046.48,5
4505,Honda,CR-V,2019,1.8,Electric,57989.27,5
4579,BMW,X3,2020,1.5,Petrol,30603.82,4
4580,Audi,Q7,2019,4.4,Electric,70823.78,5
4596,Hyundai,Elantra,2019,2.3,Petrol,28796.52,5
4850,Chevrolet,Spark,2020,3.1,Petrol,28735.97,4
4857,Chevrolet,Spark,2020,1.8,Electric,49094.48,4
4863,Audi,Q5,2019,1.8,Electric,18525.3,5
4876,Honda,Accord,2019,2.2,Electric,53476.01,5
4893,Toyota,RAV4,2019,4,Electric,49139.06,5
4897,Toyota,Camry,2019,3.4,Petrol,51478.95,5
4945,Toyota,RAV4,2020,2.8,Electric,46238.14,4
4948,Toyota,Highlander,2020,3.8,Electric,37825.43,4
4968,Toyota,Prius,2019,1.6,Electric,42806.59,5
4969,Ford,Mustang,2019,4,Petrol,47152.02,5
4978,Honda,Accord,2020,4.7,Petrol,66105.86,4
5045,Ford,Focus,2019,1.4,Petrol,61899.7,5
5057,Chevrolet,Impala,2020,3,Electric,50349.85,4
5068,Ford,Fiesta,2019,4.1,Electric,77990.2,5
5077,Nissan,Rogue,2019,3.9,Electric,53242.57,5
5089,Toyota,Corolla,2019,3.3,Electric,32174.31,5
5095,Nissan,Murano,2020,1.3,Petrol,53713.76,4
5166,Mercedes-Benz,E-Class,2019,2.5,Petrol,55419.37,5
5175,Hyundai,Sonata,2019,2.6,Petrol,27287.7,5
5178,Honda,Accord,2020,4.2,Petrol,55283.31,4
5180,BMW,5 Series,2019,3.6,Petrol,20947.3,5
5181,Hyundai,Tucson,2019,3.3,Petrol,63752.55,5
5189,Volkswagen,Golf,2019,3.7,Electric,73064.74,5
5265,Ford,F-150,2020,3.7,Electric,18935.43,4
5266,Ford,F-150,2019,4.5,Electric,23740.03,5
5285,Volkswagen,Tiguan,2020,2.7,Petrol,28012.53,4
5286,Hyundai,Kona,2019,1.3,Petrol,17463.58,5
5287,Ford,Fiesta,2020,1.4,Petrol,59974.71,4
5343,Mercedes-Benz,GLA,2019,4.8,Petrol,21472.07,5
5361,Hyundai,Tucson,2020,1.8,Petrol,48097.75,4
5364,BMW,X5,2020,3.4,Electric,61255.29,4
5373,Hyundai,Santa Fe,2020,2.3,Petrol,21310.75,4
5377,Hyundai,Elantra,2019,3.9,Petrol,60173.12,5
5379,Hyundai,Kona,2019,2.5,Electric,30002.76,5
5462,Ford,Fiesta,2020,1.3,Electric,48158.71,4
5473,Toyota,Corolla,2019,1,Petrol,44704.21,5
5553,BMW,5 Series,2020,3.4,Petrol,56210.79,4
5566,Honda,Fit,2019,3.4,Electric,44902.13,5
5583,Ford,Explorer,2019,3.5,Electric,73891.8,5
5656,Hyundai,Tucson,2019,2.7,Petrol,23592.3,5
5669,Toyota,Highlander,2019,4.5,Petrol,16009.33,5
5730,BMW,7 Series,2019,3.3,Electric,48702.26,5
5742,Chevrolet,Spark,2019,4.5,Petrol,24970.3,5
5756,Nissan,Versa,2019,4,Petrol,20104.54,5
5764,Honda,Civic,2020,4.8,Electric,37321.06,4
5766,BMW,X3,2019,4.5,Petrol,25275.97,5
5842,Toyota,Corolla,2019,3.1,Electric,33112.95,5
5872,Nissan,Murano,2019,3.8,Petrol,60247.46,5
5874,Chevrolet,Equinox,2019,2.4,Petrol,49208.89,5
5922,Volkswagen,Tiguan,2019,1.9,Petrol,36268.17,5
5931,Ford,Fiesta,2019,4.7,Petrol,55226.61,5
5949,Ford,Fiesta,2020,2.9,Petrol,76914.56,4
5952,Audi,A4,2019,4.2,Electric,27834.83,5
5962,Hyundai,Sonata,2019,4.3,Petrol,25262,5
5963,Honda,Civic,2020,2.1,Electric,53166.18,4
5973,BMW,X3,2019,4.8,Petrol,19953.62,5
6046,Mercedes-Benz,GLC,2019,4.4,Electric,42696.88,5
6051,Ford,Explorer,2019,2.1,Petrol,51944.45,5
6055,Nissan,Rogue,2020,4.8,Electric,60825.45,4
6057,Volkswagen,Atlas,2020,2.1,Electric,25106.36,4
6150,Honda,Fit,2019,4.6,Electric,40753.25,5
6165,Volkswagen,Tiguan,2020,4.7,Electric,23954,4
6245,Mercedes-Benz,GLC,2019,3.3,Electric,22027.91,5
6255,Ford,Focus,2019,1.9,Electric,47481.11,5
6337,Volkswagen,Passat,2019,2,Electric,15494.88,5
6338,BMW,7 Series,2020,4.6,Electric,40582.28,4
6340,Mercedes-Benz,GLA,2019,3.5,Electric,72373.22,5
6351,Nissan,Rogue,2020,2.4,Petrol,51858.07,4
6353,Mercedes-Benz,E-Class,2019,3.7,Petrol,42973.22,5
6365,Honda,CR-V,2020,2.6,Petrol,74893.43,4
6368,Audi,Q7,2019,4,Petrol,25138.64,5
6370,Hyundai,Elantra,2020,4.4,Petrol,32417.33,4
6443,Ford,Focus,2020,1.2,Petrol,60958.73,4
6544,Ford,Mustang,2020,3.1,Petrol,26076.2,4
6555,BMW,X3,2020,1.7,Electric,15208.02,4
6639,Ford,Mustang,2020,4.9,Electric,22659.24,4
6644,Chevrolet,Equinox,2019,3.7,Petrol,74908.6,5
6648,Nissan,Rogue,2020,3.2,Petrol,20824.39,4
6656,Nissan,Sentra,2019,2.6,Petrol,65616.38,5
6734,Honda,Civic,2020,3.7,Electric,78646.56,4
6740,Honda,Civic,2019,4.7,Electric,51054.72,5
6762,Nissan,Rogue,2019,3.3,Petrol,56533.82,5
6820,Honda,CR-V,2020,4,Petrol,62867.63,4
6846,Toyota,RAV4,2020,3.8,Petrol,38234.08,4
6935,Ford,Fiesta,2020,3.7,Electric,23807.93,4
6952,Ford,Mustang,2020,3.1,Petrol,31720.23,4
7031,Ford,F-150,2020,2,Electric,19298.69,4
7046,Nissan,Rogue,2019,4.7,Electric,37799.3,5
7137,Chevrolet,Tahoe,2019,1.6,Electric,60039.34,5
7153,Toyota,RAV4,2020,1.7,Electric,58205.52,4
7240,Mercedes-Benz,E-Class,2020,2.7,Petrol,15529.67,4
7319,Mercedes-Benz,E-Class,2020,3.3,Electric,62315.25,4
7351,Hyundai,Sonata,2019,3.8,Electric,78768.42,5
7353,Hyundai,Sonata,2019,3.9,Electric,37555.39,5
7413,Ford,Explorer,2019,1.9,Electric,78465.33,5
7421,Toyota,RAV4,2020,2.7,Petrol,38233.95,4
7428,Audi,A6,2019,1.2,Electric,27449.02,5
7511,Volkswagen,Golf,2020,1.8,Electric,73150.16,4
7512,Audi,A4,2020,4.4,Electric,34469.83,4
7533,Chevrolet,Tahoe,2019,3.2,Electric,19548.36,5
7535,Audi,Q5,2019,2,Petrol,65043.29,5
7538,Ford,Mustang,2020,2.7,Electric,32054.36,4
7539,Mercedes-Benz,S-Class,2019,2.4,Petrol,56665.85,5
7543,Chevrolet,Tahoe,2019,4,Petrol,32661.31,5
7604,Toyota,Prius,2020,4.8,Petrol,26886.1,4
7607,Toyota,RAV4,2019,2.2,Petrol,20782.57,5
7610,Hyundai,Kona,2019,1,Petrol,64364.21,5
7617,Volkswagen,Tiguan,2020,4,Petrol,45300.37,4
7631,BMW,7 Series,2020,2.5,Petrol,34245.91,4
7637,Honda,Civic,2020,1.2,Petrol,70175.96,4
7646,Toyota,Camry,2019,2,Petrol,50764.21,5
7719,Mercedes-Benz,GLA,2020,4,Petrol,64043.27,4
7732,Toyota,RAV4,2019,2.5,Electric,25943.01,5
7746,Toyota,Camry,2020,3.3,Petrol,47267.56,4
7797,Hyundai,Sonata,2020,2.7,Petrol,25538.18,4
7804,Nissan,Sentra,2019,3.4,Electric,40461.33,5
7818,Ford,F-150,2019,3.5,Electric,52167.97,5
7820,Hyundai,Santa Fe,2019,2.6,Petrol,58726.87,5
7831,Mercedes-Benz,E-Class,2020,4.4,Petrol,48384.51,4
3,Nissan,Murano,2014,4.2,Hybrid,76963.44,5
23,Hyundai,Tucson,2014,2.7,Hybrid,23923.83,5
25,Hyundai,Elantra,2014,2.9,Diesel,29751.51,5
32,Mercedes-Benz,S-Class,2014,3.5,Diesel,24170.77,5
38,Volkswagen,Passat,2014,3.5,Diesel,27005.36,5
2,Honda,Pilot,2017,4.2,Hybrid,44924.91,5
8,BMW,7 Series,2018,4,Diesel,21455.06,5
12,Nissan,Sentra,2019,4.6,Diesel,60734.86,5
13,Honda,Pilot,2014,1.2,Hybrid,65585.78,5
16,Chevrolet,Malibu,2017,4.5,Diesel,41910.6,5
17,Volkswagen,Tiguan,2019,1.4,Hybrid,63094.04,5
18,BMW,3 Series,2020,4.9,Hybrid,16680.51,5
84,Nissan,Altima,2019,1.8,Electric,69307.47,5
121,Hyundai,Tucson,2020,1.2,Electric,74348.26,4
123,Hyundai,Elantra,2020,1.7,Petrol,47384.15,4
126,BMW,3 Series,2020,2.4,Electric,51412.17,4
96,Chevrolet,Malibu,2018,3.8,Hybrid,73782.95,5
98,Honda,Fit,2017,4.7,Diesel,42928.93,5
100,Volkswagen,Passat,2016,4.8,Diesel,39477.01,5
105,Audi,A6,2018,4.7,Diesel,34848.24,5
110,Audi,A4,2019,5,Diesel,62656.73,5
112,Mercedes-Benz,GLC,2015,3,Hybrid,56043.94,5
118,Volkswagen,Atlas,2019,2,Hybrid,61056.21,5
132,Volkswagen,Jetta,2015,4,Diesel,39979.2,5
134,Hyundai,Kona,2015,1,Hybrid,37363.56,5
136,Mercedes-Benz,GLC,2018,2.7,Hybrid,29417.96,5
140,BMW,5 Series,2018,1.9,Hybrid,74010.9,5
183,Toyota,Camry,2019,2.2,Petrol,37125.29,5
204,Honda,Fit,2020,3.6,Petrol,69699.7,4
224,Toyota,Highlander,2019,4.8,Electric,17255.77,5
225,Hyundai,Santa Fe,2020,1.3,Petrol,32848.56,4
184,Honda,Pilot,2014,4.8,Diesel,61877.14,5
185,Hyundai,Elantra,2019,2.1,Hybrid,24746.58,5
188,Audi,Q5,2017,1.6,Hybrid,66476.81,5
200,Nissan,Versa,2015,2.6,Hybrid,23638.96,5
201,Hyundai,Kona,2018,1.3,Hybrid,38037.94,5
202,BMW,X3,2019,1.9,Diesel,44738.55,5
205,Mercedes-Benz,GLC,2016,1,Diesel,35355.43,5
210,Audi,Q5,2019,3.3,Diesel,16897.7,5
215,BMW,3 Series,2015,2.8,Diesel,17536.47,5
216,Hyundai,Santa Fe,2019,1.7,Hybrid,58630.84,5
218,BMW,X5,2014,3,Hybrid,61183.51,5
219,Chevrolet,Equinox,2016,4.3,Hybrid,73867.31,5
221,Audi,A6,2014,1.5,Diesel,58771.5,5
227,Hyundai,Elantra,2016,1.3,Hybrid,31995.16,5
230,Mercedes-Benz,C-Class,2019,2.2,Hybrid,78258.62,5
231,Hyundai,Elantra,2016,3.5,Diesel,19345.18,5
232,Honda,Pilot,2015,2.1,Diesel,15060.66,5
235,Chevrolet,Equinox,2016,2.7,Hybrid,74655.18,5
236,Chevrolet,Impala,2015,1.6,Hybrid,75743.86,5
244,Nissan,Versa,2014,1.7,Diesel,51353.73,5
245,Toyota,RAV4,2020,1.5,Hybrid,27285.97,5
321,BMW,7 Series,2020,4.2,Petrol,46298.78,4
329,Volkswagen,Golf,2019,2.6,Electric,62118.83,5
283,Mercedes-Benz,GLC,2019,3.2,Diesel,25167.08,5
284,Audi,A3,2014,3.2,Diesel,39397.98,5
288,Volkswagen,Golf,2017,4.2,Diesel,46011.86,5
290,Volkswagen,Atlas,2016,2.3,Diesel,57559.49,5
291,Toyota,Prius,2015,1.5,Diesel,15975.2,5
292,BMW,3 Series,2018,2.9,Hybrid,50166.9,5
295,Mercedes-Benz,GLA,2019,4.4,Diesel,20714.26,5
297,Honda,CR-V,2017,2.5,Hybrid,25121.36,5
299,Hyundai,Santa Fe,2017,1.2,Diesel,70144.96,5
300,Toyota,Prius,2019,2,Hybrid,51878.57,5
301,Nissan,Sentra,2018,3.6,Diesel,66671.23,5
302,Volkswagen,Tiguan,2015,2.3,Hybrid,38816.45,5
304,Audi,A3,2018,4.9,Diesel,41424.01,5
307,Nissan,Murano,2020,4.6,Hybrid,50948.91,5
309,Toyota,Highlander,2020,4,Hybrid,31269.16,5
314,Toyota,Corolla,2018,2.9,Diesel,68378.25,5
315,Toyota,RAV4,2017,1.3,Diesel,49550.1,5
318,Toyota,Corolla,2018,4.8,Hybrid,53558.48,5
319,Nissan,Altima,2019,3.7,Diesel,66857.14,5
323,Mercedes-Benz,GLA,2019,2.2,Hybrid,28720.78,5
327,Toyota,Camry,2017,2,Diesel,38719.78,5
387,Toyota,Corolla,2020,3.4,Petrol,66046.46,4
397,Volkswagen,Passat,2019,2.2,Electric,60677.07,5
399,BMW,7 Series,2019,2,Electric,16521.09,5
403,Toyota,Camry,2020,2.8,Electric,36822.22,4
408,Hyundai,Elantra,2020,4.1,Petrol,15592.8,4
422,Nissan,Versa,2019,2.1,Electric,54697.85,5
423,Chevrolet,Impala,2019,4.3,Petrol,34082.94,5
382,Ford,Focus,2020,3.1,Hybrid,45735.2,5
384,Ford,Mustang,2014,3.1,Hybrid,37934.74,5
385,Ford,Focus,2014,1.7,Diesel,69048.93,5
393,Nissan,Rogue,2019,3.5,Hybrid,30600.62,5
396,Honda,Civic,2015,4.3,Hybrid,46225.73,5
404,BMW,3 Series,2014,4.3,Hybrid,72937.97,5
407,Volkswagen,Jetta,2018,3.8,Hybrid,17276.11,5
412,Audi,Q5,2020,1.6,Diesel,26019.32,5
413,Mercedes-Benz,E-Class,2016,1.5,Diesel,55464.4,5
426,Ford,Fiesta,2017,1.8,Diesel,46063.99,5
429,Toyota,RAV4,2020,2.7,Hybrid,45098.27,5
506,Hyundai,Tucson,2019,3.7,Petrol,61136.01,5
516,Nissan,Murano,2020,1.1,Electric,76038.52,4
534,Chevrolet,Tahoe,2019,4.6,Electric,50622.97,5
540,Toyota,Highlander,2019,2,Electric,23584.31,5
481,Volkswagen,Jetta,2020,2.4,Diesel,60607.97,5
482,Chevrolet,Equinox,2015,2.4,Diesel,63522.68,5
483,Honda,CR-V,2020,4.5,Diesel,75142.01,5
484,Chevrolet,Tahoe,2019,4.4,Hybrid,65916.56,5
485,Audi,A3,2016,3.8,Hybrid,23320.13,5
487,BMW,X5,2019,4,Diesel,28967.74,5
492,Honda,Pilot,2014,1.5,Hybrid,19435.84,5
493,Hyundai,Tucson,2017,2.8,Diesel,34456.15,5
494,Ford,Explorer,2020,3.7,Diesel,31699.04,5
500,Volkswagen,Jetta,2019,2.5,Hybrid,78278.32,5
510,Toyota,Corolla,2017,4.7,Diesel,72554.88,5
514,Toyota,Prius,2018,1.7,Hybrid,17483.41,5
515,Honda,Fit,2020,4.6,Diesel,67935.31,5
517,Audi,A3,2020,1.9,Diesel,51134.99,5
518,Mercedes-Benz,E-Class,2014,2.7,Hybrid,56248.6,5
522,Hyundai,Santa Fe,2017,1.2,Diesel,71460.95,5
523,Mercedes-Benz,E-Class,2017,4.8,Diesel,24406.67,5
529,Audi,A3,2018,4.5,Diesel,35815.91,5
531,Honda,Pilot,2017,4.5,Hybrid,37587.51,5
539,Toyota,Camry,2019,4.3,Hybrid,68103,5
545,Ford,Explorer,2019,2.7,Diesel,34512.98,5
548,Volkswagen,Golf,2019,3.5,Hybrid,75288.23,5
556,Audi,Q7,2019,1.6,Diesel,18318.28,5
584,Hyundai,Santa Fe,2020,4.9,Electric,60556.78,4
603,Volkswagen,Golf,2019,2.9,Petrol,20539.18,5
613,Chevrolet,Tahoe,2020,3,Petrol,73976.34,4
577,Toyota,Corolla,2016,1.6,Hybrid,59738.22,5
580,BMW,7 Series,2015,2.1,Diesel,31756.87,5
583,Ford,Mustang,2014,4.4,Diesel,62269.71,5
585,Mercedes-Benz,GLC,2015,1.3,Hybrid,28515.15,5
588,Honda,Civic,2015,3.9,Diesel,70713.9,5
590,Toyota,Prius,2016,4.9,Diesel,51830.89,5
591,Mercedes-Benz,S-Class,2014,3.7,Hybrid,31032.96,5
594,Mercedes-Benz,S-Class,2014,3.6,Hybrid,38945.58,5
596,Ford,Focus,2017,1.5,Diesel,72776.17,5
597,Chevrolet,Equinox,2019,3.8,Hybrid,76956.15,5
598,Audi,Q7,2016,3.1,Diesel,55882.39,5
599,BMW,5 Series,2019,2,Diesel,38829.82,5
601,BMW,X3,2017,4.9,Hybrid,70658.97,5
607,Toyota,Highlander,2015,2.9,Hybrid,50586.35,5
608,Chevrolet,Spark,2020,1.2,Diesel,79418.34,5
611,Chevrolet,Impala,2020,2.2,Hybrid,54221.03,5
618,Mercedes-Benz,C-Class,2020,1.5,Hybrid,33554.05,5
620,BMW,X3,2017,3.6,Hybrid,63493.27,5
628,Audi,A3,2015,3.4,Diesel,20890.91,5
686,Chevrolet,Impala,2019,2.6,Electric,45862.59,5
695,Chevrolet,Malibu,2020,2.9,Electric,70373.69,4
702,Toyota,Prius,2019,2.6,Electric,63847.53,5
