"make_id","make","model","year","engine_size","fuel_type","price","years_since_launch"
2168,"Hyundai","Kona",2014,"3.00","Petrol","21460.02",10
2170,"Hyundai","Santa Fe",2014,"4.60","Petrol","56336.44",10
2181,"Hyundai","Elantra",2014,"2.10","Petrol","67696.17",10
2190,"Toyota","Prius",2014,"3.50","Electric","16250.35",10
2194,"Toyota","Corolla",2014,"1.70","Petrol","72932.85",10
2204,"Mercedes-Benz","S-Class",2014,"4.20","Petrol","46696.15",10
2207,"Volkswagen","Tiguan",2014,"3.50","Petrol","79870.25",10
2211,"Nissan","Murano",2014,"4.40","Electric","66532.66",10
2215,"Audi","A3",2014,"4.20","Petrol","17554.88",10
2216,"Chevrolet","Malibu",2014,"2.70","Petrol","52856.80",10
2217,"Nissan","Altima",2014,"3.10","Electric","62227.29",10
2229,"Ford","Explorer",2014,"1.80","Petrol","64909.75",10
2230,"Hyundai","Kona",2014,"2.50","Electric","70137.04",10
